lyrics,category
"Moved by the sound of His voice
Seas that are shaken and stirred
Can be calmed and broken for my regard

Through it all, through it all
My eyes are on You
Through it all, through it all
It is well
Through it all, through it all
My eyes are on You
It is well with me

Far be it from me to not believe
Even when my eyes can't see
And this mountain that's in front of me
Will be thrown into the midst of the sea

So let go my soul and trust in Him
The waves and wind still know His name

It is well with my soul
It is well with my soul
It is well with my soul
It is well, it is well with my soul",Inspiring
"Overwhelmed by the weight of your sin
Jesus is calling
Have you come to the end of yourself
Do you thirst for a drink from the well
Jesus is calling

O come to the altar
The Father's arms are open wide
Forgiveness was bought with
The precious blood of Jesus Christ

Leave behind your regrets and mistakes
Come today there’s no reason to wait
Jesus is calling
Bring your sorrows and trade them for joy
From the ashes a new life is born
Jesus is calling, oh

O come to the altar
The Father's arms are open wide
Forgiveness was bought with
The precious blood of Jesus Christ

O come to the altar
The Father's arms are open wide
Forgiveness was bought with
The precious blood of Jesus Christ

Savior, what a Savior

Oh what a Savior
Isn't He wonderful
Sing hallelujah, Christ is risen
Bow down before him
For He is Lord of all
Sing hallelujah, Christ is risen

Oh what a Savior
Isn't He wonderful
Sing hallelujah, Christ is risen
Bow down before him
For He is Lord of all
Sing hallelujah, Christ is risen

O come to the altar
The Father's arms are open wide
Forgiveness was bought with, oh
The precious blood of Jesus Christ

O come to the altar
The Father's arms are open wide
Forgiveness was bought with
The precious blood of Jesus Christ, oh

Thank You, Lord

Bear your cross as you wait for the crown
Tell the world of the treasure you've found",Inspiring
"Tellin' those lies, pointing out your flaws
That isn't who you are
That isn't who you are

It might be hard to hear, but let me tell you dear
If you could see what I can see, I know you would believe
That isn't who you are
There's more to who you are

So when it's late, you're wide awake
Too much to take
Don't you dare forget that in the pain
You can be brave, hear me say

I see you dressed in white
Every wrong made right
I see a rose in bloom
At the sight of you (oh so priceless)
Irreplaceable, unmistakable, incomparable
Darling, it's beautiful
I see it all in you (oh so priceless)

No matter what you've heard, this is what your worth
More than all the money or the diamonds and pearls
Oh this is who you are
Yea this is who you are

So when it's late, you're wide awake
Too much to take
Don't you dare forget that in the pain
You can be brave, hear me say

I see you dressed in white
Every wrong made right
I see a rose in bloom
At the sight of you (oh so priceless)
Irreplaceable, unmistakable, incomparable
Darling, it's beautiful
I see it all in you (oh so priceless)

Sisters, we can start again
Give honor till the end
Love, we can start again
Brothers, we can start again
Give honor till the end
Yea, we can start again

I see you dressed in white
Every wrong made right
I see a rose in bloom
At the sight of you

I see you dressed in white
Every wrong made right
I see a rose in bloom
At the sight of you (oh so priceless)
(You're) irreplaceable, unmistakable, incomparable
Darling, it's beautiful
I see it all in you (oh so priceless)

I see you dressed in white
Every wrong made right
I see a rose in bloom
At the sight of you

I see you dressed in white
Every wrong made right
Oh so priceless",Inspiring
"To deserve affection to ever be enough
For this existence
When did it get so hard?
Your heart is beating, alive and breathing
And there's a reason why
You are essential, not accidental
And you should realize

You are beloved
I wanted you to know
You are beloved
Let it soak into your soul
Oh, forget the lies you heard
Rise above the hurt
And listen to these words
You are beloved
I wanted you to know
You are beloved
You are beloved

Sometimes a heart can feel like a heavy weight
It pulls you under and you just fall away
Is anybody gonna hear you call?
Oh, oh
But there's a purpose
Under the surface
And you don't have to drown
Let me remind you
That love will find you
Let it lift you out

You are beloved
I wanted you to know
You are beloved
Let it soak into your soul
Oh, forget the lies you heard
Rise above the hurt
And listen to these words
You are beloved
I wanted you to know
You are beloved

Don't be afraid
Don't let hope fade
Keep your eyes fixed on the light above
In the heartbreak, in your mistakes
Nothing can separate you from love

Don't be afraid
Don't let hope fade
Keep your eyes fixed on the light above
In the heartbreak, in your mistakes
Nothing can separate you from love

You are beloved
I wanted you to know
You are beloved
Let it soak into your soul
Forget the lies you heard
Rise above the hurt
And listen to these words

You are beloved
I wanted you to know
You are beloved
You are beloved
You are beloved

Don't be afraid
Don't let hope fade
Keep your eyes fixed on the light above
In the heartbreak, in your mistakes
Nothing can separate you from love
You are beloved",Inspiring
"Like you've never been before
The life you knew
In a thousand pieces on the floor
And words fall short in times like these
When this world drives you to your knees
You think you're never gonna get back
To the you that used to be

Tell your heart to beat again
Close your eyes and breathe it in
Let the shadows fall away
Step into the light of grace
Yesterday's a closing door
You don't live there anymore
Say goodbye to where you've been
And tell your heart to beat again

Beginning
Just let that word wash over you
It's alright now
Love's healing hands have pulled you through
So get back up, take step one
Leave the darkness, feel the sun
Cause your story's far from over
And your journey's just begun

Tell your heart to beat again
Close your eyes and breathe it in
Let the shadows fall away
Step into the light of grace
Yesterday's a closing door
You don't live there anymore
Say goodbye to where you've been
And tell your heart to beat again

Let every heartbreak
And every scar
Be a picture that reminds you
Who has carried you this far
'Cause love sees farther than you ever could
In this moment heaven's working
Everything for your good

Tell your heart to beat again
Close your eyes and breathe it in
Let the shadows fall away
Step into the light of grace
Yesterday's a closing door
You don't live there anymore
Say goodbye to where you've been
And tell your heart to beat again
Your heart to beat again
Beat again

Oh, so tell your heart to beat again",Inspiring
"Bowing here I find my rest
Without You I fall apart
You're the One that guides my heart

Lord, I need You, oh, I need You
Every hour I need You
My one defense, my righteousness
Oh God, how I need You

Where sin runs deep Your grace is more
Where grace is found is where You are
And where You are, Lord, I am free
Holiness is Christ in me

Lord, I need You, oh, I need You
Every hour I need You
My one defense, my righteousness
Oh God, how I need You

Teach my song to rise to You
When temptation comes my way
And when I cannot stand I'll fall on You
Jesus, You're my hope and stay

Lord, I need You, oh, I need You
Every hour I need You
My one defense, my righteousness
Oh God, how I need You

You're my one defense, my righteousness
Oh God, how I need You
My one defense, my righteousness
Oh God, how I need You",Inspiring
"Where we can go
To lay the troubles down eating your soul
I know a place
Where mercy flows
Take the stains make you whiter than snow

Like a tide it is rising up
Deep inside
A current that moves and makes you come alive
Living water
That brings the dead to life

We're going down to the river
Down to the river
Down to the river to pray
Let's get washed by the water
Washed by the water
And rise up in amazing grace
Let's go down, down, down to the river
You will leave changed
Let's go down, down, down to the river
Never the same

I've seen it move
In my own life
Took me from dusty roads into Paradise
All of my dirt
All of my shame
Drowned in the streams that have made me born again

Like a tide it is rising up
Deep inside
A current that moves and makes you come alive
Living water
That brings the dead to life

Let's go down
Let's go down
Let's go down",Inspiring
"And bring your shame
Bring your guilt
And bring your pain
Don't you know that's not you're name
You will always be much more to me

Every day I wrestle with the voices
That keep telling me I'm not right
But that's all right

'Cause I hear a voice and He calls me redeemed
When others say I'll never be enough
And greater is the One living inside of me
Than he who is living in the world
In the world
In the world
And greater is the One living inside of me
Than he who is living in the world

Bring your doubts
And bring your fears
Bring your hurt
And bring your tears
There'll be no condemnation here
You are holy, righteous and redeemed

Every time I fall
There'll be those who will call me
A mistake
Well that's OK

'Cause I hear a voice and He calls me redeemed
When others say I'll never be enough
And greater is the One living inside of me
Than he who is living in the world
In the world
In the world
And greater is the One living inside of me
Than he who is living in the world

(He's Greater, He's Greater)

There'll be days I lose the battle
Grace says that it doesn't matter
'Cause the cross already won the war
He's Greater, He's Greater

I am learning to run freely
Understanding just how He sees me
And it makes me love Him more and more
He's Greater, He's Greater

There'll be days I lose the battle
Grace says that it doesn't matter
'Cause the cross already won the war
He's Greater, He's Greater

I am learning to run freely
Understanding just how He sees me
And it makes me love Him more and more
He's Greater, He's Greater

'Cause I hear a voice and He calls me redeemed
When others say I'll never be enough
And greater is the One living inside of me
Than he who is living in the world
In the world
In the world
And greater is the One living inside of me
Than he who is living in the world

There'll be days I lose the battle
Grace says that it doesn't matter
'Cause the cross already won the war
He's Greater, He's Greater

I am learning to run freely
Understanding just how He sees me
And it makes me love Him more and more
My God is greater (He's Greater, He's Greater)
Than he who is living in the world",Inspiring
"Would care to know my name. Would care to feel my hurt. Who am I, that the Bright and Morning Star
Would choose to light the way. For my ever wandering heart

Not because of who I am
But because of what You've done
Not because of what I've done
But because of who You are

I am a flower quickly fading
Here today and gone tomorrow
A wave tossed in the ocean
A vapor in the wind
Still You hear me when I'm calling
Lord, You catch me when I'm falling
And You've told me who I am
I am Yours, I am Yours

Who am I, that the eyes that see my sin
Would look on me with love and watch me rise again
Who am I, that the voice that calmed the sea
Would call out through the rain
And calm the storm in me

Not because of who I am
But because of what You've done
Not because of what I've done
But because of who You are

I am a flower quickly fading
Here today and gone tomorrow
A wave tossed in the ocean
A vapor in the wind
Still You hear me when I'm calling
Lord, You catch me when I'm falling
And You've told me who I am
I am, I am Yours
Not because of who I am
But because of what You've done
Not because of what I've done
But because of who You are

I am a flower quickly fading
Here today and gone tomorrow
A wave tossed in the ocean
A vapor in the wind
Still You hear me when I'm calling
Lord, You catch me when I'm falling
And You've told me who I am
I am Yours, I am Yours

I am Yours
Whom shall I fear
Whom shall I fear
'Cause I am Yours
I am Yours",Inspiring
"For the spirit of the Lord is here
The evidence is all around
That the spirit of the Lord is here

Overflow in this place
Fill our hearts with your love
Your love surround us
You're the reason we came
To encounter your love
Your love surround us

Spirit of God fall fresh on us
We need your presence
Your kingdom come
Your will be done
Here as in heaven

A miracle can happen now
For the spirit of the Lord is here
The evidence is all around
That the spirit of the Lord is here",Inspiring
"You wiped my tears away
And I've felt the pain of heartbreak
And I've seen the brighter days

And I've prayed prayers to Heaven
From my lowest place
And I have held Your blessings
God, You give and take away

No matter what I have, Your grace is enough
No matter where I am, I'm standing in Your love

On the mountains, I will bow my life
To the One who set me there
In the valley, I will lift my eyes
To the One who sees me there

When I'm standing on the mountain
I didn't get there on my own
When I'm walking through the valley
I know I am not alone

You're God of the hills and valleys
Hills and valleys
God of the hills and valleys
And I am not alone

I've watched my dreams get broken
In You, I hope again
No matter what I know
I'm safe inside Your hands

On the mountains, I will bow my life
To the One who set me there (to the One who set me there)
In the valley, I will lift my eyes
To the One who sees me there

When I'm standing on the mountain
I didn't get there on my own
When I'm walking through the valley
I know I am not alone

You're God of the hills and valleys
Hills and valleys
God of the hills and valleys
And I am not alone

Father, You give and take away
Every joy and every pain
Through it all, You will remain
Over it all

Father, You give and take away
Every joy and every pain
Through it all, You will remain
Over it all

On the mountains, I will bow my life, yeah
In the valley, I will lift my eyes, yeah

On the mountains, I will bow my life
To the One who set me there (to the One who set me there)
In the valley, I will lift my eyes
To the One who sees me there

When I'm standing on the mountain
I didn't get there on my own
When I'm walking through the valley
I know I am not alone (I'm not alone)

You're God of the hills and valleys (yeah)
Hills and valleys
God of the hills and valleys (You're the God of the hills)
And I am not alone

You're God of the hills and valleys (yeah)
Hills and valleys
God of the hills and valleys (You're the God of the hills)
And I am not alone (God of the valleys)

And I will choose to say
Blessed be Your Name
And I am not alone",Inspiring
"That You would have reached down
And wiped our tears away
Stepped in and saved the day
But once again, I say ""Amen"", and it's still raining

As the thunder rolls
I barely hear You whisper through the rain
""I'm with you""
And as Your mercy falls
I raise my hands and praise the God who gives
And takes away

And I'll praise You in this storm
And I will lift my hands
For You are who You are
No matter where I am
And every tear I've cried
You hold in Your hand
You never left my side
And though my heart is torn
I will praise You in this storm

I remember when
I stumbled in the wind
You heard my cry
You raised me up again
My strength is almost gone
How can I carry on
If I can't find You

As the thunder rolls
I barely hear You whisper through the rain
""I'm with you""
And as Your mercy falls
I raise my hands and praise the God who gives
And takes away

And I'll praise You in this storm
And I will lift my hands
For You are who You are
No matter where I am
And every tear I've cried
You hold in Your hand
You never left my side
And though my heart is torn
I will praise You in this storm

I lift my eyes unto the hills
Where does my help come from?
My help comes from the Lord
The Maker of Heaven and Earth

I lift my eyes unto the hills
Where does my help come from?
My help comes from the Lord
The Maker of Heaven and Earth

And I'll praise You in this storm
And I will lift my hands
For You are who You are
No matter where I am
Every tear I've cried
You hold in Your hand
You never left my side
And though my heart is torn
I will praise You in this storm

And though my heart is torn
I will praise You in this storm",Inspiring
"I try to keep you safely in between the lines
I try to put you in the box that I've designed
I try to pull you down so we are eye to eye

When did I forget that you've always been the king of the world?
I try to take life back right out of the hands of the king of the world
How could I make you so small
When you're the one who holds it all
When did I forget that you've always been the king of the world

Just a whisper of your voice can tame the seas
So who am I to try to take the lead
Still I run ahead and think I'm strong enough
When you're the one who made me from the dust

When did I forget that you've always been the king of the world?
I try to take life back right out of the hands of the king of the world
How could I make you so small
When you're the one who holds it all
When did I forget that you've always been the king of the world

Oh, you set it all in motion
Every single moment
You brought it all to me
And you're holding on to me

When did I forget that you've always been the king of the world?
I try to take life back right out of the hands of the king of the world
How could I make you so small
When you're the one who holds it all
When did I forget you've always been the king of the world
You will always be the king of the world",Inspiring
"Be the mountain where I run
The fountain I drink from
Oh, He is my song

Let the King of my heart
Be the shadow where I hide
The ransom for my life
Oh, He is my song

You are good, good, oh
You are good, good, oh
You are good, good, oh
You are good, good, oh

Let the King of my heart
Be the wind inside my sails
The anchor in the waves
Oh, He is my song

Let the King of my heart
Be the fire inside my veins
The echo of my days
Oh, He is my song

You are good, good, oh
You are good, good, oh
Yes, You are good, good, oh
You are good, good, oh

You're never gonna let
Never gonna let me down
You're never gonna let
Never gonna let me down
You're never gonna let
Never gonna let me down
You're never gonna let
Never gonna let me down

You are good, good, oh
You are good, good, oh

You are good, good, oh
(When the night is holding on to me)
You are good, good, oh
(You are holding on)

You are good, good, oh
(When the night is holding on to me)
You are good, good, oh
(You are holding on)

You are good, good, oh
You are good, good, oh

When the night is holding on to me
God is holding on
When the night is holding on to me
God is holding on",Inspiring
"Haunted by ghosts that lived in my past
Bound up in shackles of all my failures
Wondering how long is this gonna last
Then You look at this prisoner and say to me
""Son, stop fighting a fight that's already been won""

I am redeemed
You set me free
So I'll shake off theses heavy chains
And wipe away every stain
Now I'm not who I used to be
I am redeemed
I am redeemed

All my life I have been called unworthy
Named by the voice of my shame and regret
But when I hear You whisper, ""Child lift up your head""
I remember oh God, You're not done with me yet

I don't have to be
The old man inside of me
'Cause his day is long dead and gone
Because I've got a new name
A new life I'm not the same
And a hope that will carry me home",Inspiring
"You bring light to the darkness
You give hope, You restore
Every heart that is broken
Great are you Lord

Cause
It's Your breath in our lungs
So we pour out our praise, we pour out our praise
It's Your breath in our lungs
So we pour out our praise to You only

You give life, You are love
You bring light to the darkness
You give hope, You restore
Every heart that is broken
Great are you Lord

It's Your breath in our lungs
So we pour out our praise, we pour out our praise
It's Your breath in our lungs
So we pour out our praise to You only

It's Your breath in our lungs
So we pour out our praise, we pour out our praise
It's Your breath in our lungs
So we pour out our praise to You only

All the earth will shout your praise
Our hearts will cry, these bones will sing
Great are you Lord

It's Your breath in our lungs
So we pour out our praise, we pour out our praise
It's Your breath in our lungs
So we pour out our praise to You only

Pour out our praise to You only
Pour out our praise to You only",Inspiring
"I will bring my heart
Before I lift my cares
I will lift my arms
I wanna know You
I wanna find You
In every season
In every moment
Before I bring my need
I will bring my heart
And seek You

First
I wanna seek You
I wanna seek You
First
I wanna keep You
I wanna keep You
First
More than anything I want, I want You
First

Before I speak a word
Let me hear Your voice
And in the midst of pain
Let me feel Your joy
Ooh, I wanna know You
I wanna find You
In every season
In every moment
Before I speak a word
I will bring my heart
And seek You

First
I wanna seek You
I wanna seek You
First
I wanna keep You
I wanna keep You
First
More than anything I want, I want You
First

You are my treasure and my reward
Let nothing ever come before
You are my treasure and my reward
Let nothing ever come before
I seek You

First

First
I wanna seek You
I wanna seek You
First
I wanna keep You
I wanna keep You
First
More than anything I want, I want You
First
First",Inspiring
"You see whole
I see broken
But You see beautiful
And You're helping me to believe
You're restoring me piece by piece

There's nothing too dirty that You can't make worthy
You wash me in mercy
I am clean
There's nothing too dirty that You can't make worthy
You wash me in mercy
I am clean

What was dead now lives again
My heart's beating, beating inside my chest
Oh I'm coming alive with joy and destiny
Cause You're restoring me piece by piece

There's nothing too dirty that You can't make worthy
You wash me in mercy
I am clean
There's nothing too dirty that You can't make worthy
You wash me in mercy
I am clean

Washed in the blood of Your sacrifice
Your blood flowed red and made me white
My dirty rags are purified
I am clean",Inspiring
"Than going back and forth
From doing right to doing wrong
'Cause we were taught that's who we are
Come on get in line right behind me
You along with everybody
Thinking there's worth in what you do

Then Like a hero who takes the stage when
We're on the edge of our seats saying it's too late
Well let me introduce you to amazing grace

No matter the bumps
No matter the bruises
No matter the scars
Still the truth is
The cross has made
The cross has made you flawless
No matter the hurt
Or how deep the wound is
No matter the pain
Still the truth is
The cross has made
The cross has made you flawless

Could it possibly be
That we simply can't believe
That this unconditional
Kind of love would be enough
To take a filthy wretch like this
And wrap him up in righteousness
But that's exactly what He did

No matter the bumps
No matter the bruises
No matter the scars
Still the truth is
The cross has made
The cross has made you flawless
No matter the hurt
Or how deep the wound is
No matter the pain
Still the truth is
The cross has made
The cross has made you flawless

Take a breath smile and say
Right here right now I'm ok
Because the cross was enough

Then Like a hero who takes the stage when
We're on the edge of our seats saying it's too late
Well let me introduce you to grace grace
God's grace

No matter the bumps
No matter the bruises
No matter the scars
Still the truth is
The cross has made
The cross has made you flawless
No matter the hurt
Or how deep the wound is
No matter the pain
Still the truth is
The cross has made
The cross has made you flawless

No matter what they say
Or what you think you are
The day you called His name
He made you flawless
He made you flawless

No matter the bumps
No matter the bruises
No matter the scars
Still the truth is
The cross has made
The cross has made you flawless",Inspiring
"And every chain will break, as broken hearts declare His praise
Who can stop the Lord Almighty?

Our God is the Lion, the Lion of Judah
He's roaring with power and fighting our battles
And every knee will bow before You
Our God is the Lamb, the Lamb that was slain
For the sin of the world, His blood breaks the chains
And every knee will bow before the Lion and the Lamb
Oh every knee will bow before the Lion and the Lamb

So open up the gates, make way before the King of kings
Our God who calls the saved is here to set the captives free
Who can stop the Lord Almighty?

Our God is the Lion, the Lion of Judah
He's roaring with power and fighting our battles
And every knee will bow before You
Our God is the Lamb, the Lamb that was slain
For the sin of the world, His blood breaks the chains
And every knee will bow before the Lion and the Lamb
Oh every knee will bow before the Lion and the Lamb

Who can stop the Lord Almighty?
Who can stop the Lord Almighty?
Who can stop the Lord Almighty?
Who can stop the Lord Almighty?

Oh who can stop the Lord Almighty?
Who can stop the Lord Almighty?
Oh who can stop the Lord Almighty?
Who can stop the Lord?

Our God is the Lion, the Lion of Judah
He's roaring with power and fighting our battles
And every knee will bow before You
Our God is the Lamb, the Lamb that was slain
For the sin of the world, His blood breaks the chains
And every knee will bow before the Lion and the Lamb
Oh every knee will bow before the Lion and the Lamb
And every knee will bow before the Lion and the Lamb
Every knee will bow before the Lion and the Lamb",Inspiring
"Watching people drive by
T. Mac on the radio
Got so much on your mind
Nothing's really going right
Looking for a ray of hope

Whatever it is you may be going through
I know He's not gonna let it get the best of you

You're an overcomer
Stay in the fight until the final round
You're not going under
'Cause God is holding you right now
You might be down for a moment
Feeling like it's hopeless
That's when He reminds You
That you're an overcomer
You're an overcomer

Everybody's been down
Hit the bottom, hit the ground
Oh, you're not alone
Just take a breath, don't forget
Hang on to His promises
He wants You to know

You're an overcomer
Stay in the fight until the final round
You're not going under
'Cause God is holding you right now
You might be down for a moment
Feeling like it's hopeless
That's when He reminds You
That you're an overcomer
You're an overcomer

The same Man, the Great I am
The one who overcame death
Is living inside of You
So just hold tight, fix your eyes
On the one who holds your life
There's nothing he can't do
He's telling you

You're an overcomer
Stay in the fight until the final round
You're not going under
'Cause God is holding you right now
You might be down for a moment
Feeling like it's hopeless
That's when He reminds You
That you're an overcomer
You're an overcomer

So don't quit, don't give in
You're an overcomer",Inspiring
"We pray for peace
Comfort for family, protection while we sleep
We pray for healing, for prosperity
We pray for Your mighty hand to ease our suffering
All the while, You hear each spoken need
Yet love is way too much to give us lesser things

'Cause what if your blessings come through raindrops
What if Your healing comes through tears
What if a thousand sleepless nights are what it takes to know You're near
What if trials of this life are Your mercies in disguise

We pray for wisdom
Your voice to hear
We cry in anger when we cannot feel You near
We doubt your goodness, we doubt your love
As if every promise from Your Word is not enough

All the while, You hear each desperate plea
And long that we'd have faith to believe

When friends betray us
When darkness seems to win
We know that pain reminds this heart
That this is not our home

What if my greatest disappointments
Or the aching of this life
Is the revealing of a greater thirst this world can't satisfy
What if trials of this life
The rain, the storms, the hardest nights
Are your mercies in disguise",Inspiring
"Is crowned with glory now
The Savior knelt to wash our feet
Now at his feet we bow

The one who wore our sin and shame
Now robed in majesty
The radiance of perfect love
Now shines for all to see

Your name
Your name
Is victory
All praise
Will rise
To Christ our king

The fear that held us now gives way
To him who is our peace
His final breath upon the cross
Is now alive in me

Your name
Your name
Is victory
All praise
Will rise
To Christ our king

By Your spirit I will rise
From the ashes of defeat
The resurrected king
Is resurrecting me
In Your name I come alive
To declare your victory
The resurrected king
Is resurrecting me

The tomb where soldiers watched in vain
Was borrowed for three days
His body there would not remain
Our God has robbed the grave
Our God has robbed the grave

Your name
Your name
Is victory
All praise
Will rise
To Christ our king

By Your spirit I will rise
From the ashes of defeat
The resurrected king
Is resurrecting me
In your name I come alive
To declare Your victory
The resurrected king
Is resurrecting me
The resurrected king
Is resurrecting me",Inspiring
"I'm running for Your heart
Till I am a soul on fire
Lord, I'm longing for Your ways
I'm waiting for the day
When I am a soul on fire
Till I am a soul on fire

Lord, restore the joy I had
And I have wandered bring me back
In this darkness, lead me through
Until all I see is You

Lord, let me burn for You again
Let me return to You again
And Lord, let me burn for You again
Let me return to You again

God, I'm running for Your heart
I'm running for Your heart
Till I am a soul on fire
I want to be
Till I am a soul on fire
Till I am a soul on fire",Inspiring
"Come on!
'Bout to do it like this
'Bout to do it like this yo
1, 2, 1234
1, 2, 1234

When I sit back and imagine
Life without you I can't fathom
How I ever though I'd make it on my own (on my own)
And there's at least a million reasons
I'm still standin' here believing
You're my comfort
You're my healin'
This I know, (This I know This I know)

When ya can't see the wind but it moves the leaves
From the bottom to the top
Of the tallest trees
You are everything I will ever need
And they can't take that from me

Oh I feel it in my heart
I feel it in my soul
That's how I know (oh oh oh ohah)
You take our brokenness
And make us beautiful
Yeah, that's how I know
That's how I know (You can't take that from me)

Love came crashin' in
Never gonna be the same again
Yeah, you came crashin' in
You wrecked me
You wrecked me

Love came crashin' in
Never gonna be the same again
Yeah, you came crashin' in
You wrecked me
You wrecked me

Everybody talkin' like they need some proof
But what more do I need than to- feel you

Everybody talkin' like they need some proof
But what more do I need than to- feel you

When I sit back and imagine
Life without you I can't fathom
How I ever though I'd make it on my own (on my own)
And there's at least a million reasons
I'm still standin' here believing
You're my comfort
You're my healin'
This I know (This I know This I know)

When ya can't see the wind but it moves the leaves
From the bottom to the top
Of the tallest trees
You are everything I will ever need
And they can't take that from me

Oh I feel it in my heart
I feel it in my soul
That's how I know (oh oh oh ohah)
You take our brokenness
And make us beautiful
Yeah, that's how I know
That's how I know (You can't take that from me)

Love came crashin' in
Never gonna be the same again
Yeah, you came crashin' in
You wrecked me
You wrecked me

Love came crashin' in
Never gonna be the same again
Yeah, you came crashin' in
You wrecked me
You wrecked me

That's how I know
That's how I know
That's how I know
That's how I know
That's how I know

Oh I feel it in my heart
I feel it in my soul
That's how I know, (oh oh oh ohah)
You take our brokenness
And make us beautiful
Yeah, that's how I know
That's how I know (You can't take that from me)

Oh I feel it in my heart
I feel it in my soul
That's how I know, (oh oh oh ohah)
You take our brokenness
And make us beautiful
Yeah, that's how I know
That's how I know (You can't take that from me)

That's how I know

Everybody talkin' like they need some proof
But what more do I need than to - feel you

Everybody talkin' like they need some proof
But what more do I need than to - feel you

Bring it back now!",Inspiring
"Questions come and questions go
Was there purpose for the pain?
Did I cry these tears in vain?

I don't want to live in fear
I want to trust that You are near
Trust Your grace can be seen
In both triumph and tragedy

I have this hope
In the depth of my soul
In the flood or the fire
You're with me and You won't let go

But sometimes my faith feels thin
Like the night will never end
Will You catch every tear
Or will You just leave me here?

But I have this hope
In the depth of my soul
In the flood or the fire
You're with me and You won't let go

But I have this hope
In the depth of my soul
In the flood or the fire
You're with me and You won't let go

So, whatever happens I will not be afraid
Cause You are closer than this breath that I take
You calm the storm when I hear You call my name
I still believe that one day I'll see Your face

And I have this hope
In the depth of my soul
In the flood or the fire
You're with me
I have this hope
In the depth of my soul
In the flood or the fire
You're with me and You won't let go

In the flood or the fire
You're with me and You won't let go

In the flood or the fire
You're with me and You won't let go",Inspiring
"Nightly, beside the green, green grass
Swing, swing, swing the spinning step
You wear those shoes and I will wear that dress

Oh, kiss me beneath the milky twilight
Lead me out on the moonlit floor
Lift your open hand
Strike up the band and make the fireflies dance
Silver moon's sparkling, so kiss me

Kiss me down by the broken treehouse
Swing me upon its hanging tire
Bring, bring, bring your flowered hat
We'll take the trail marked on your father's map

Oh, kiss me beneath the milky twilight
Lead me out on the moonlit floor
Lift your open hand
Strike up the band and make the fireflies dance
Silver moon's sparkling, so kiss me

Kiss me beneath the milky twilight
Lead me out on the moonlit floor
Lift your open hair
Strike up the band and make the fireflies dance
Silver moon's sparkling, so kiss me

So kiss me
So kiss me
So kiss me
So kiss me",Inspiring
"It's off to the races, everybody out the door
I'm feeling like I'm falling behind, it's a crazy life
Ninety miles an hour, going fast as I can
Trying to push a little harder, trying to get the upper hand
So much to do in so little time, it's a crazy life

It's ready, set, go it's another wild day
When the stress is on the rise in my heart I feel You say just

Breathe, just breathe
Come and rest at My feet
And be, just be
Chaos calls, but all you really need
Is to just breathe

Third cup of joe just to get me through the day
Wanna make the most of time, but I feel it slip away
I wonder if there's something more to this crazy life
I'm busy, busy, busy, and it's no surprise to see
That I only have time for me, me, me
There's gotta be something more to this crazy life

I'm hanging on tight to another wild day
When it starts to fall apart in my heart I hear You say just

Breathe, just breathe
Come and rest at My feet
And be, just be
Chaos calls, but all you really need

Is to take it in, fill your lungs
The Peace of God that overcomes
Just breathe (just breathe)
Let your weary spirit rest
Lay down what's good and find what's best
Just breathe

Just breathe, just breathe
Come and rest at My feet
And be, just be
Chaos calls, but all you really need
Is to just breathe
Just breathe",Inspiring
"My constant solid ground
You are my lantern in the night

When I'm twisted up and shaken
You're the one I put my faith in
Yeah, you're the reason I survive

You keep me steady when the sky is falling
And I'll keep steady after You
I'll carry on when my strength is failing
Take heart 'cause You're with me
So let the sun stop, stars drop, whatever comes
I'll be ready, You keep me steady
You keep me steady

You're a river, You cover me
When the bombs fall, You're the cavalry
Somehow You're always standing right by my side

So no matter what I will be facing
I will not be over-taken
And You are the only reason why

You're my hiding place, my home
And fear cannot invade these four walls
I need You near, I need You here

You keep me steady
You keep me steady",Inspiring
"And despair holds me for ransom
I will feel no fear
I know that You are near
When I'm caught deep in the valley
With chaos for my company
I'll find my comfort here
'Cause I know that You are near

My help comes from You
You're right here, pulling me through
You carry my weakness, my sickness, my brokenness all on Your shoulders
Your shoulders
My help comes from You
You are my rest, my rescue
I don't have to see to believe that You're lifting me up on Your shoulders
Your shoulders

You mend what once was shattered
And You turn my tears to laughter
Your forgiveness is my fortress
Oh Your mercy is relentless

My help comes from You
You're right here, pulling me through
You carry my weakness, my sickness, my brokenness all on Your shoulders
Your shoulders
My help comes from You
You are my rest, my rescue
I don't have to see to believe that You're lifting me up on Your shoulders
Your shoulders

My help is from You
Don't have to see it to believe it
My help is from you
Don't have to see it, 'cause I know, 'cause I know it's true
My help is from You
Don't have to see it to believe it
My help is from you
Don't have to see it, 'cause I know, 'cause I know it's true

My help comes from You
You're right here, pulling me through
You carry my weakness, my sickness, my brokenness all on Your shoulders
Your shoulders
My help comes from You
You are my rest, my rescue
No, I don't have to see to believe that You're lifting me up on Your shoulders
Your shoulders

My help is from You
Don't have to see it to believe it
My help is from you
Don't have to see it, 'cause I know, 'cause I know it's true
My help is from You
Don't have to see it to believe it
My help is from you
Don't have to see it, 'cause I know, 'cause I know it's true

My help is from You
Don't have to see it to believe it
My help is from you
Don't have to see it, 'cause I know, 'cause I know it's true
My help is from You
Don't have to see it to believe it
My help is from you
Don't have to see it, 'cause I know, 'cause I know it's true",Inspiring
